symbol,name,sector
IPC,Imperial Pacific Limited,Financials
MTB,Mount Burgess Mining NL,Materials
PEC,Perpetual Resources Limited,Materials
PRS,Prospech Limited,Materials
BSA,BSA Limited,Industrials
RLG,RooLife Group Ltd,Communication Services
MMR,MEC Resources Limited,Energy
ZEU,Zeus Resources Limited,Energy
NOR,Norwood Systems Limited,Information Technology
QXR,QX Resources Limited,Materials
BUR,Burley Minerals Ltd,Materials
TAT,Tartana Minerals Limited,Materials
FCAP,Fidelity Global Future Leaders Active ETF,Unclassified
L1M,Lightning Minerals Ltd,Materials
EPN,Epsilon Healthcare Limited,Health Care
GTE,Great Western Exploration Limited,Materials
EM2,Eagle Mountain Mining Limited,Materials
AUK,Aumake Limited,Consumer Discretionary
CAN,Cann Group Limited,Health Care
FNX,Finexia Financial Group Limited,Financials
MEM,Memphasys Limited,Health Care
BUS,Bubalus Resources Limited,Materials
AXL,Axel Ree Limited,Materials
ANX,Anax Metals Limited,Materials
XPN,XPON Technologies Group Limited,Information Technology
YAR,Yari Minerals Limited,Materials
SER,Strategic Energy Resources Limited,Materials
SCP,Scalare Partners Holdings Limited,Financials
PR1,Pure Resources Limited,Materials
VAR,Variscan Mines Limited,Materials
JAY,Jayride Group Limited,Industrials
PER,Percheron Therapeutics Limited,Health Care
CI1,Credit Intelligence Limited,Industrials
ADR,Adherium Limited,Health Care
KNI,Kuniko Limited,Materials
T92,Terra Critical Minerals Limited,Energy
IXC,Invex Therapeutics Limited,Health Care
INF,Infinity Metals Limited,Materials
BLZ,Blaze Minerals Limited,Energy
RB6,Rubix Resources Limited,Materials
ALPH,Schroder Global Equity Alpha Fund,Unclassified
BGT,Bio-Gene Technology Limited,Materials
TMS,Tennant Minerals Limited,Materials
BCC,Beam Communications Holdings Limited,Information Technology
MBK,Metal Bank Limited,Materials
KLI,Killi Resources Limited,Materials
SCT,Scout Security Limited,Consumer Discretionary
LCL,LCL Resources Limited,Materials
SOC,SOCO Corporation Limited,Information Technology
AON,Apollo Minerals Limited,Materials
ITEK,iShares Future Tech Innovators ETF,Unclassified
PTL,Prestal Holdings Limited,Consumer Staples
VEN,Vintage Energy Ltd,Energy
CRB,Carbine Resources Limited,Materials
CZN,Corazon Mining Limited,Materials
RNX,Renegade Exploration Limited,Materials
PAT,Patriot Resources Limited,Materials
OZXX,Global  X  Australia  ex  Financials  & Resources ETF,Unclassified
RKB,Rokeby Resources Limited,Materials
EVE,Eve Health Group Limited,Consumer Staples
BIM,Bindi Metals Limited,Materials
MQR,Marquee Resources Limited,Materials
HRE,Heavy Rare Earths Limited,Materials
BCB,Bowen Coking Coal Limited,Materials
PL3,Patagonia Lithium Limited,Materials
NME,Nex Metals Explorations,Materials
APL,Associate Global Partners Limited,Financials
LAT,Latitude 66 Limited,Materials
HLX,Helix Resources Limited,Materials
OMG,OMG Group Limited,Consumer Staples
EMN,Euro Manganese Inc,Materials
OLY,Olympio Metals Limited,Materials
T88,Taiton Resources Limited,Materials
REM,RemSense Technologies Limited,Industrials
SLM,Solis Minerals Limited,Materials
AAJ,Aruma Resources Limited,Materials
MCO,Myeco Group Ltd,Materials
LYK,Yugo Metals Limited,Materials
MRZ,Mont Royal Resources Limited,Materials
VBS,Vectus Biosystems Limited,Health Care
8IH,8I Holdings Limited,Financials
NPM,New Peak Metals Limited,Materials
IVX,Invion Limited,Health Care
EV1,Evolution Energy Minerals Limited,Materials
ENT,Enterprise Metals Limited,Materials
WC1,West Cobar Metals Limited,Materials
SNX,Sierra Nevada Gold Inc.,Materials
SKN,Skin Elements Limited,Consumer Staples
8CO,8common Limited,Information Technology
WYX,Western Yilgarn NL,Materials
AYM,Australia United Mining Limited,Materials
JHPI,JPMorgan Equity Premium Income Active ETF (Managed Fund) (Hedged),Unclassified
MDI,Middle Island Resources,Materials
HIQ,HitIQ Limited,Health Care
CPO,Culpeo Minerals Limited,Materials
DDT,DataDot Technology Limited,Consumer Discretionary
MTL,Mantle Minerals Limited,Materials
AS2,Askari Metals Limited,Materials
CGR,CGN Resources Limited,Materials
TAR,Taruga Minerals Limited,Materials
MOH,Moho Resources Limited,Materials
JNO,Juno Minerals Limited,Materials
SIV,SIV Capital Limited,Industrials
RON,Ronin Resources Ltd,Materials
KFM,Kingfisher Mining Limited,Materials
GGE,Grand Gulf Energy Limited,Energy
C1X,Cosmos Exploration Limited,Materials
GES,Genesis Resources Limited,Materials
GRE,Greentech Metals Limited,Materials
CDE,Codeifai Limited,Industrials
FIN,Fin Resources Limited,Materials
H2G,GreenHy2 Limited,Industrials
VMG,VDM Group Limited,Industrials
AQX,Alice Queen Limited,Materials
KNO,Knosys Limited,Information Technology
NYM,Narryer Metals Limited,Materials
RGT,Argent Biopharma Limited,Health Care
VFX,Visionflex Group Limited,Health Care
MGA,MetalsGrove Mining Ltd,Materials
CBY,Canterbury Resources Limited,Materials
NVQ,NoviqTech  Limited,Information Technology
GDR,Golden Dragon Mining Ltd,Unclassified
VRL,Verity Resources Limited,Materials
CML,Connected Minerals Limited,Information Technology
TEG,Triangle Energy (Global) Limited,Energy
TAS,Tasman Resources Ltd,Materials
ID8,Identitii Limited,Information Technology
BEMG,Betashares MSCI Emerging Markets Complex ETF,Unclassified
ACM,Australian Critical Minerals Limited,Materials
AXI,Axiom Properties Limited,Real Estate
KNM,Kneomedia Limited,Communication Services
CAQ,CAQ Holdings Limited,Real Estate
FNR,Far Northern Resources Limited,Materials
RAS,Ragusa Minerals Limited,Materials
ZMI,Zinc of Ireland NL,Materials
RBX,Resource Base Limited,Materials
XGL,Xamble Group Limited,Communication Services
CUL,Cullen Resources Limited,Materials
PVW,PVW Resources Limited,Materials
A300,Global X Australia 300 ETF,Unclassified
GLH,Global Health Limited,Health Care
AKN,Auking Mining Limited,Materials
ACR,Acrux Limited,Health Care
OCT,Octava Minerals Limited,Materials
BIT,Biotron Limited,Health Care
MNC,Merino & Co Limited,Consumer Discretionary
AUH,AustChina Holdings Limited,Energy
CHR,Charger Metals NL,Materials
AXP,AXP Energy Limited,Energy
ARC,ARC Funds Limited,Financials
EMT,EMetals Limited,Materials
BYH,Bryah Resources Limited,Materials
ASQ,Australian Silica Quartz Group Ltd,Materials
LIO,Lion Energy Limited,Energy
DWG,DataWorks Group Limited,Information Technology
PBL,Parabellum Resources Limited,Materials
OM1,Omnia Metals Group Limited,Materials
AX8,Accelerate Resources Limited,Materials
ADS,Adslot Limited,Information Technology
HMI,Hiremii Limited,Industrials
DUN,Dundas Minerals Limited,Materials
AUA,Audeara Limited,Consumer Discretionary
MHM,Mount Hope Mining Limited,Unclassified
GR8,Great Dirt Resources Limited,Materials
ADC,ACDC Metals Limited,Materials
1AD,AdAlta Limited,Health Care
IRX,InhaleRx Limited,Health Care
GLL,Galilee Energy Limited,Energy
HJHI,Hejaz High Income Active ETF,Unclassified
G88,Golden Mile Resources Limited,Materials
WBE,Whitebark Energy Limited,Energy
SKUK,Hejaz Sukuk Active ETF (Managed Fund),Unclassified
AER,Aeeris Ltd,Communication Services
AYT,Austin Metals Limited,Materials
RFT,Rectifier Technologies Ltd,Industrials
GSM,Golden State Mining Limited,Materials
SQX,SQX Resources Limited,Materials
PKY,Pathkey.AI Ltd,Information Technology
SIS,Simble Solutions Limited,Information Technology
PPY,Papyrus Australia Limited,Materials
OLI,Oliver's Real Food Limited,Consumer Discretionary
REC,Recharge Metals Limited,Materials
SMX,Strata Minerals Limited,Materials
SLZ,Sultan Resources Ltd,Materials
M24,Mamba Exploration Limited,Materials
AIV,ActivEX Limited,Materials
EFE,Eastern Resources Limited,Materials
EEL,ENRG Elements Limited,Materials
XST,Xstate Resources Limited,Energy
ALV,Alvo Minerals Limited,Materials
DSM,Desert Minerals Ltd,Materials
A8G,Australasian Metals Limited,Materials
ICN,Icon Energy Limited,Energy
IFG,Infocus Group Holdings Limited,Information Technology
DBO,Diablo Resources Limited,Materials
ZMM,Zimi Limited,Information Technology
E79,E79 Gold Mines Limited,Materials
IEQ,International Equities Corporation Ltd,Real Estate
SBR,Sabre Resources Limited,Materials
OZZ,OZZ Resources Limited,Materials
IMI,Infinity Mining Limited,Materials
DM1,Desert Metals Limited,Materials
CR3,Core Energy Minerals Ltd,Materials
RIE,Riedel Resources Limited,Materials
IPB,IPB Petroleum Limited,Energy
RDS,Redstone Resources,Materials
R8R,Regener8 Resources NL,Materials
SLB,Stelar Metals Limited,Materials
SHE,Stonehorse Energy Limited,Energy
GTH,Gathid Limited,Information Technology
RCR,Rincon Resources Limited,Materials
PLG,Pearl Gull Iron Limited,Materials
CPM,Cooper Metals Limited,Materials
AM7,Arcadia Minerals Limited,Materials
MOM,Moab Minerals Limited,Materials
TD1,TALI Digital Limited,Health Care
LVE,Love Group Global Limited,Communication Services
M2M,Mt Malcolm Mines NL,Materials
AM5,Antares Metals Limited,Materials
GMTL,Global X Green Metal Miners ETF,Unclassified
SHP,South Harz Potash Ltd,Materials
HFY,Hubify Limited,Communication Services
AQC,Australian Pacific Coal Limited,Materials
CDR,Codrus Minerals Limited,Materials
FUL,Fulcrum Lithium Ltd,Materials
28BB,Betashares 2028 Fixed Term Corporate Bond Active ETF,Unclassified
PFT,Pure Foods Tasmania Limited,Consumer Staples
BHD,Benjamin Hornigold Limited,Financials
PKO,Peako Limited,Materials
ZLD,Zelira Therapeutics Limited,Health Care
PET,Phoslock Environmental Technologies Limited,Industrials
HYD,Hydrix Limited,Information Technology
ERG,Eneco Refresh Ltd,Consumer Staples
PKD,Parkd Ltd,Industrials
RAN,Range International Limited,Materials
HCD,Hydrocarbon Dynamics Limited,Energy
CLZ,Classic Minerals Limited,Materials
BOD,Bod Science Limited,Health Care
EE1,Earths Energy Limited,Materials
UBI,Universal Biosensors Inc,Health Care
RSSL,Global X Russell 2000 ETF,Unclassified
SRH,Saferoads Holdings Limited,Industrials
SUM,Summit Minerals Limited,Materials
BOA,Boadicea Resources Ltd,Materials
NGS,Nutritional Growth Solutions Ltd,Consumer Staples
NNG,NEXION Group Ltd,Information Technology
SVNP,Savana US Small Caps Active ETF,Unclassified
CR9,Corella Resources Ltd,Materials
QEM,QEM Limited,Materials
C29,C29 Metals Limited,Materials
MML,McLaren Minerals Limited,Materials
AOA,Ausmon Resources,Materials
RLC,Reedy Lagoon Corporation,Materials
M3M,M3 Mining Limited,Materials
DAF,Discovery Alaska Limited,Materials
LRD,Lord Resources Limited,Materials
MEL,Metgasco Limited,Energy
WSR,Westar Resources Limited,Materials
OB1,Orbminco Limited,Materials
CGO,CPT Global Limited,Information Technology
ABE,Australian Bond Exchange Holdings Limited,Financials
HT8,Harris Technology Group,Consumer Discretionary
RBR,RBR Group Limited,Materials
M2R,Miramar Resources Limited,Materials
CL8,CL8 Holdings Limited,Industrials
ANR,Anatara Lifesciences Ltd,Health Care
HPC,The Hydration Pharmaceuticals Company Limited,Consumer Staples
AVW,Avira Resources Limited,Materials
USIG,Global  X  USD  Corporate  Bond  ETF (Currency Hedged),Unclassified
OLH,Oldfields Holdings Limited,Industrials
WEL,Winchester Energy Limited,Energy
C7A,Clara Resources Australia Ltd,Materials
OKJ,Oakajee Corporation,Materials
TML,Timah Resources Limited,Utilities
PNT,Panther Metals Ltd,Materials
NRZ,NeuRizer Ltd,Materials
CUS,Altitude Minerals Ltd,Materials
NZS,New Zealand Coastal Seafoods,Consumer Staples
EXL,Elixinol Wellness Limited,Consumer Staples
PPG,Pro-Pac Packaging Limited,Materials
IMLC,Investors Mutual Concentrated Australian Share Fund (Quoted Managed Fund),Unclassified
CYQ,Cycliq Group Limited,Consumer Discretionary
APC,APC Minerals Limited,Materials
YOW,Yowie Group Ltd,Consumer Staples
DMG,Dragon Mountain Gold,Materials
BUY,Bounty Oil & Gas NL,Energy
UCM,Uscom Limited,Health Care
PRM,Prominence Energy Limited,Energy
GGFD,Betashares Geared Long U.S. Treasury Bond Fund Currency Hedged (hedge fund),Unclassified
PFM,Platformo Ltd,Information Technology
NTM,NT Minerals Limited,Materials
CT1,Constellation Technologies Limited,Information Technology
ACS,Accent Resources NL,Materials
KOR,Korab Resources Limited,Materials
OEQ,Orion Equities Limited,Financials
DMM,DMC Mining Limited,Materials
GGAB,Betashares Geared Long Australian Government Bond Fund (hedge fund),Unclassified
GGBL,Betashares Wealth Builder Global Shares Geared (30%-40% LVR) Complex ETF,Unclassified
CTQ,Careteq Limited,Health Care
BP8,BPH Global Ltd,Health Care
BGE,Bridge SaaS Limited,Information Technology
GOOD,Janus Henderson Sustainable Credit Active ETF (Managed Fund),Unclassified
29BB,Betashares 2029 Fixed Term Corporate Bond Active ETF,Unclassified
AOK,Australian Oil Company Limited,Energy
AN1,Anagenics Limited,Consumer Staples
KEY,Key Petroleum Limited,Energy
T3MP,JPMorgan Climate Change Solutions Active ETF (Managed Fund),Unclassified
OAK,Oakridge International Limited,Information Technology
PLC,Premier1 Lithium Limited,Materials
ULTB,iShares 20+ Year U.S. Treasury Bond (AUD Hedged) ETF,Unclassified
OSX,Osteopore Limited,Health Care
BMO,Bastion Minerals Limited,Materials
GCR,Golden Cross Resources Ltd,Materials
TFL,TasFoods Limited,Consumer Staples
MSG,MCS Services Limited,Industrials
CNJ,Conico Ltd,Materials
HXL,Hexima Limited,Health Care
MPR,MPR Australia Limited,Financials
WBND,Betashares Global Aggregate Bond Currency Hedged ETF,Unclassified
BEL,Bentley Capital Limited,Financials
EQS,Equity Story Group Limited,Financials
FHCO,Fidelity Australian High Conviction Active ETF,Unclassified
QUE,Queste Communications Ltd,Financials
FUTR,Janus Henderson Global Sustainable Equity Active ETF,Unclassified
EMS,Eastern Metals Limited,Materials
ATM,Aneka Tambang (Persero) Tbk,Materials
ASAO,abrdn Sustainable Asian Opportunities Active ETF (Managed Fund),Unclassified
BMH,Baumart Holdings Limited,Industrials
IACT,iShares U.S. Factor Rotation Active ETF,Unclassified
1TT,Thrive Tribe Technologies Limited,Information Technology
WNR,Wingara AG Limited,Consumer Staples
SAN,Sagalio Energy Limited,Energy
BBFD,BetaShares Geared Short U.S. Treasury Bond Fund  Currency Hedged (hedge fund),Unclassified
URAN,VanEck Uranium and Energy Innovation ETF,Unclassified
GRPA,Global X S&P Australia GARP ETF,Unclassified
FCG,Freedom Care Group Holdings Limited,Health Care
MSI,Multistack International Limited,Industrials
HCF,H&G High Conviction Limited,Financials
SFIF,Seed Financial Income Fund Active ETF,Unclassified
BBAB,BetaShares Geared Short Australian Government Bond Fund (hedge fund),Unclassified
ICU,Investor Centre Limited,Financials
EARN,PIMCO Short Term Active Yield Active ETF,Unclassified
TR8,Tarrina Resources Limited,Consumer Staples
